building_id,original_mean,modified_mean,anomalous_subsequences,min_anomaly_length,max_anomaly_length,total_anomalous_points
290,71.30099965843105,61.70442351465878,419,1,1,419
293,714.9978717831929,615.5448998117233,419,1,1,419
312,5.720019758871844,4.989758803697555,419,1,1,419
318,240.675478546264,207.35294691780274,416,1,1,416
335,453.0962565791882,388.22807174691496,419,1,1,419
345,0.754151226810361,0.6622081160749231,417,1,1,417
356,4.251994291542767,3.716266225017718,419,1,1,419
423,2.1382108981894135,1.8519100716589179,417,1,1,417
439,107.68431148664078,93.18893415226513,417,1,1,417
492,193.63720323109345,168.92276650591148,407,1,1,407
534,2.2585229155476605,1.9536142331283335,419,1,1,419
560,710.1354225028703,617.7446314498329,415,1,1,415
623,23.592491859273597,20.347663347416482,419,1,1,419
653,939.1153140052505,810.5111167108541,418,1,1,418
657,51.46166385805383,44.59122896904607,419,1,1,419
658,14.108485054091094,12.146301778818904,419,1,1,419
666,5.190998476027039,4.486167847244867,419,1,1,419
667,4.143274636503091,3.5941328723227506,419,1,1,419
673,14.611244643752899,12.539462417988961,419,1,1,419
675,63.61038042138631,54.76703344349729,419,1,1,419
677,4.777832790404715,4.150062182649001,419,1,1,419
680,4.564181040347921,3.933794285944926,419,1,1,419
683,3.36037419067703,2.891612530573316,419,1,1,419
685,378.7327730191809,326.96515472731085,419,1,1,419
687,29.53923246209625,25.699352959082752,419,1,1,419
693,61.971752823659095,54.306817912824535,419,1,1,419
697,7.063234061930783,6.111319774397066,419,1,1,419
698,7.646952231461219,6.603164058681432,419,1,1,419
701,49.3789020335278,42.72600197030039,419,1,1,419
708,47.79832447853414,41.0835495452701,419,1,1,419
710,3.771229139234147,3.2466681194189433,419,1,1,419
721,56.43905024740179,48.85059077095967,419,1,1,419
722,8.746575179930684,7.546351540048019,419,1,1,419
729,9.0250597705538,7.783534591024867,419,1,1,419
730,47.641821360032914,41.13307698590704,419,1,1,419
732,42.70129361852643,36.953985774332175,419,1,1,419
739,43.50415897872728,37.41953759686507,419,1,1,419
742,35.19121662904988,30.288651059092388,419,1,1,419
801,4655.428994490631,4016.9672444840776,419,1,1,419
827,31.25438197102014,27.081566743847933,371,1,1,371
844,21.0632956401558,18.285075807667123,379,1,1,379
848,1.113709452262368,0.9566429548803326,398,1,1,398
879,247.8413016281597,213.9034326792374,417,1,1,417
880,147.08785121982964,126.94502030345777,418,1,1,418
881,949.3537393262486,819.0836408715027,411,1,1,411
882,34.55528300647271,29.699164015580404,418,1,1,418
884,53.85554887259851,46.193980961216184,418,1,1,418
886,83.76663734634602,73.22001436303277,418,1,1,418
887,51.79026905105411,44.76991518841715,418,1,1,418
889,87.20324033825725,75.44522109987696,418,1,1,418
890,405.39848276971105,349.7088546690753,418,1,1,418
892,129.67252636952983,112.51373515577802,411,1,1,411
893,30.06771478302464,25.96985442150693,418,1,1,418
894,72.70928562913281,62.7417604546339,418,1,1,418
895,37.63005749804069,32.482813438473784,418,1,1,418
896,259.477261592776,223.01150292372765,418,1,1,418
903,613.2225802993147,532.6758670992008,418,1,1,418
905,34.09416955977279,29.51024963905263,418,1,1,418
909,125.88440981401688,110.07729947040617,380,1,1,380
914,390.6499352154377,336.3484377848516,418,1,1,418
919,26.0019649660587,22.438825609453414,418,1,1,418
922,124.62526098104311,107.50757193997943,418,1,1,418
924,209.851608072686,181.07748432528388,418,1,1,418
925,17.596341502483416,15.213433924306651,418,1,1,418
926,24.753362507807694,21.327545966579457,418,1,1,418
928,459.1510043020066,394.90602561749677,418,1,1,418
929,331.1868924601916,285.59006905717155,414,1,1,414
931,227.78971450112726,196.13521501198503,418,1,1,418
935,20.42059955006651,17.632438490716,418,1,1,418
936,13.098331970627894,11.289860614158115,418,1,1,418
941,9.165061265286958,7.918165964850862,418,1,1,418
942,57.00777938691668,49.36831256963888,418,1,1,418
945,272.0141680786505,233.42343477714743,418,1,1,418
948,10.734136960576189,9.263065037895341,418,1,1,418
950,35.383014508480315,30.677469124984576,408,1,1,408
952,188.791693633935,163.18931359212021,418,1,1,418
961,312.7225488869274,270.2744613132619,418,1,1,418
966,584.811280838423,503.46054928030486,418,1,1,418
967,155.98435751247828,134.27366477939887,418,1,1,418
968,196.12831080211902,168.92394890856025,418,1,1,418
969,166.00082509422418,142.821659336895,418,1,1,418
970,54.00920726492444,46.51174765469977,411,1,1,411
971,242.6308656691785,209.05988190211028,418,1,1,418
973,167.1910569392429,144.17651567816102,418,1,1,418
974,72.44270364321126,62.49416809256172,418,1,1,418
975,361.44041357276603,312.798524196441,413,1,1,413
977,72.31079547488073,62.15243854040929,418,1,1,418
978,187.97691496590355,161.6361232375302,418,1,1,418
981,119.76277784706423,103.58308036957858,417,1,1,417
988,32.77425119970891,28.21518488096434,418,1,1,418
990,89.27024003901043,76.65010100224296,418,1,1,418
992,28.9068587488874,24.93085790759653,418,1,1,418
994,84.51070911866167,72.99338448152068,418,1,1,418
996,129.57958944111553,112.4997268167041,418,1,1,418
1001,29.21329229962499,25.049448708005077,412,1,1,412
1007,40.07242083579075,34.558825968060894,412,1,1,412
1068,94.09788553460353,81.154911830468,419,1,1,419
1073,179.14810114236883,154.98605496444353,419,1,1,419
1074,60.322945469034615,52.204237041242706,419,1,1,419
1106,99.0358066279467,84.74932310815969,419,1,1,419
1120,79.21118091587003,68.77030926732358,419,1,1,419
1128,78.3916257981981,67.9762326884891,418,1,1,418
1137,19.580738236199174,16.932613581134643,419,1,1,419
1141,19.221642558026,16.681962315268805,419,1,1,419
1143,79.25751366120218,68.3777943310259,419,1,1,419
1147,360.178537568306,311.08628888087856,419,1,1,419
1172,233.3657621085887,202.1094318072804,419,1,1,419
1219,115.02366499598108,99.41015034847226,419,1,1,419
1225,172.95892346684363,150.3130857977763,419,1,1,419
1226,39.465421535729945,34.29542518256263,419,1,1,419
1230,27.441179330677464,23.75259043295824,419,1,1,419
1232,244.9592414925007,211.8307704054676,370,1,1,370
1234,23.68646427349516,20.58846471765453,419,1,1,419
1238,85.34882818853697,74.04548648177806,419,1,1,419
1239,42.957958759573096,37.20160999850658,419,1,1,419
1241,244.16102039725445,212.47382792086972,419,1,1,419
1242,20.785083632754397,18.00619948064366,419,1,1,419
1245,53.60030567225174,46.5296561126652,419,1,1,419
1246,46.415203038423805,40.20952941842105,419,1,1,419
1247,188.23196782380248,163.42445641814223,419,1,1,419
1249,339.37569776963636,293.6149205578643,419,1,1,419
1251,287.8853333741777,249.82059726123893,419,1,1,419
1252,460.5034737357639,399.07694986591554,419,1,1,419
1253,274.326161421117,237.4490945197048,419,1,1,419
1255,29.880727952339125,25.810939996367285,411,1,1,411
1257,200.65297574390453,173.81237262411605,419,1,1,419
1258,903.18103047734,781.9278753055411,419,1,1,419
1259,136.13668710086534,117.82935255238968,419,1,1,419
1260,65.91136343987759,57.14765046068356,419,1,1,419
1261,159.6689356078872,138.18150437024278,419,1,1,419
1264,75.87278108321341,65.7248952666107,268,1,1,268
1266,29.95079668253455,25.96290122192685,417,1,1,417
1267,184.87089854199354,160.1421729538002,418,1,1,418
1272,336.61157807191745,293.0578279012085,419,1,1,419
1275,162.64681768965357,141.4364854898842,419,1,1,419
1278,165.3776289139748,143.66194621590378,419,1,1,419
1279,133.93178549437903,116.34509684153021,419,1,1,419
1283,96.46435705740618,83.27262758542803,419,1,1,419
1284,1568.4300773328312,1358.2662674607718,419,1,1,419
1285,228.3298311237774,197.79805824444514,419,1,1,419
1296,16.28233008841926,14.116431754338578,419,1,1,419
1297,39.51234764180535,34.258286271449414,419,1,1,419
1300,55.371080020596935,48.06511816495477,419,1,1,419
1302,136.98701592527482,118.9219669942905,419,1,1,419
1303,411.13453864479646,354.286348907722,419,1,1,419
1304,309.15793643976724,268.0354868162311,419,1,1,419
1306,68.93147202366505,59.68750614352887,419,1,1,419
1309,49.3651542655344,42.69410383453034,419,1,1,419
1310,46.66003478468087,40.34565590751892,419,1,1,419
1311,55.71379978312291,48.27348922930235,419,1,1,419
1315,68.75039360950807,59.785269571834924,419,1,1,419
1316,52.961359057024644,46.011932782204,419,1,1,419
1318,159.56477216540378,137.28089166198805,408,1,1,408
1319,124.72483262537365,107.73670346203569,416,1,1,416
1323,182.3000850062422,158.03180521744906,419,1,1,419
1353,7.024886360594298,6.100113800578757,356,1,1,356
